sample_index,player_url,expected_afltables_identity,child_status,base_outcome,population_outcome,population_reason,corrected_identity,recommended_disposition,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,draftguru_games,earliest_recruitment_year,earliest_recruitment_event_type,ledger_status,reason_codes,operator_verdict
2007,https://www.draftguru.com.au/players/leigh_brockman/1,players/L/Leigh_Brockman.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Brockman,1978,1978,1998,2002,12,12,1996,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2008,https://www.draftguru.com.au/players/leigh_brown/1,players/L/Leigh_Brown.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Brown,1982,1982,2000,2011,246,246,1999,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2009,https://www.draftguru.com.au/players/leigh_capsalis/1,players/L/Leigh_Capsalis.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Capsalis,1971,1971,1993,1993,1,1,1990,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2010,https://www.draftguru.com.au/players/leigh_colbert/1,players/L/Leigh_Colbert.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Colbert,1975,1975,1993,2005,209,209,1992,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2011,https://www.draftguru.com.au/players/leigh_fisher/1,players/L/Leigh_Fisher.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Fisher,1984,1984,2003,2008,55,55,2002,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2012,https://www.draftguru.com.au/players/leigh_harding/1,players/L/Leigh_Harding.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Harding,1981,1981,2001,2010,141,141,2000,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2013,https://www.draftguru.com.au/players/leigh_montagna/1,players/L/Leigh_Montagna.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Montagna,1983,1984,2002,2017,287,287,2001,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2014,https://www.draftguru.com.au/players/leigh_newton/1,players/L/Leigh_Newton.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Newton,1976,1976,1997,1997,13,13,1996,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2015,https://www.draftguru.com.au/players/leigh_osborne/1,players/L/Leigh_Osborne.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Osborne,1990,1990,2013,2013,1,1,2012,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2016,https://www.draftguru.com.au/players/leigh_ryswyk/1,players/L/Leigh_Ryswyk.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Ryswyk,1985,1985,2005,2005,1,1,2003,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2017,https://www.draftguru.com.au/players/leigh_tudor/1,players/L/Leigh_Tudor.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Tudor,1969,1969,1989,1996,68,68,1988,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2018,https://www.draftguru.com.au/players/leigh_wardell-johnson/1,players/L/Leigh_Wardell-Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Wardell-Johnson,1970,1970,1995,1995,11,11,1994,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2019,https://www.draftguru.com.au/players/leigh_willison/1,players/L/Leigh_Willison.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leigh Willison,1969,1970,1993,1993,3,3,1991,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2020,https://www.draftguru.com.au/players/lenny_hayes/1,players/L/Lenny_Hayes.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lenny Hayes,1980,1980,1999,2014,297,297,1998,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2021,https://www.draftguru.com.au/players/leo_barry/1,players/L/Leo_Barry.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leo Barry,1977,1977,1995,2009,237,237,1994,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2022,https://www.draftguru.com.au/players/leo_connolly/1,players/L/Leo_Connolly.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leo Connolly,2001,2001,2021,2021,7,7,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2023,https://www.draftguru.com.au/players/leo_lombard/1,players/L/Leo_Lombard.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leo Lombard,2006,2006,2025,2025,4,27,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2024,https://www.draftguru.com.au/players/leon_cameron/1,players/L/Leon_Cameron.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leon Cameron,1972,1972,1990,2003,256,256,1988,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2025,https://www.draftguru.com.au/players/leon_davis/1,players/L/Leon_Davis.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leon Davis,1981,1981,2000,2011,225,225,1999,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2026,https://www.draftguru.com.au/players/leon_higgins/1,players/L/Leon_Higgins.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leon Higgins,1968,1968,1987,1996,122,1,,,none,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
2027,https://www.draftguru.com.au/players/leroy_jetta/1,players/L/Leroy_Jetta.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Leroy Jetta,1988,1988,2007,2014,93,93,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2028,https://www.draftguru.com.au/players/levi_ashcroft/1,players/L/Levi_Ashcroft.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Levi Ashcroft,2006,2006,2025,2025,27,50,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2029,https://www.draftguru.com.au/players/levi_casboult/1,players/L/Levi_Casboult.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Levi Casboult,1990,1990,2012,2024,198,198,2009,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2030,https://www.draftguru.com.au/players/levi_greenwood/1,players/L/Levi_Greenwood.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Levi Greenwood,1989,1989,2009,2021,160,160,2007,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2031,https://www.draftguru.com.au/players/lewis_hayes/1,players/L/Lewis_Hayes.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Hayes,2004,2004,2025,2025,1,1,2022,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2032,https://www.draftguru.com.au/players/lewis_jetta/1,players/L/Lewis_Jetta.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Jetta,1989,1989,2010,2020,202,202,2009,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2033,https://www.draftguru.com.au/players/lewis_johnston/1,players/L/Lewis_Johnston.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Johnston,1991,1991,2011,2014,10,10,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2034,https://www.draftguru.com.au/players/lewis_melican/1,players/L/Lewis_Melican.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Melican,1996,1996,2017,2025,101,111,2014,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2035,https://www.draftguru.com.au/players/lewis_pierce/1,players/L/Lewis_Pierce.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Pierce,1994,1994,2016,2019,5,5,2012,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2036,https://www.draftguru.com.au/players/lewis_roberts-thomson/1,players/L/Lewis_Roberts-Thomson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Roberts-Thomson,1983,1983,2003,2014,179,179,2001,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2037,https://www.draftguru.com.au/players/lewis_stevenson/1,players/L/Lewis_Stevenson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Stevenson,1989,1989,2010,2013,19,19,2007,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2038,https://www.draftguru.com.au/players/lewis_taylor/1,players/L/Lewis_Taylor.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Taylor,1995,1995,2014,2022,124,124,2013,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2039,https://www.draftguru.com.au/players/lewis_young/1,players/L/Lewis_Young.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lewis Young,1998,1998,2017,2025,80,92,2016,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2040,https://www.draftguru.com.au/players/liam_anthony/1,players/L/Liam_Anthony.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Anthony,1987,1987,2009,2014,58,58,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2041,https://www.draftguru.com.au/players/liam_baker/1,players/L/Liam_Baker.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Baker,1998,1998,2018,2025,151,171,2017,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2042,https://www.draftguru.com.au/players/liam_dawson/1,players/L/Liam_Dawson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Dawson,1996,1996,2015,2017,18,18,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2043,https://www.draftguru.com.au/players/liam_duggan/1,players/L/Liam_Duggan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Duggan,1996,1996,2015,2025,200,222,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2044,https://www.draftguru.com.au/players/liam_fawcett/1,players/L/Liam_Fawcett.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Fawcett,2005,2005,2025,2025,1,8,2023,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2045,https://www.draftguru.com.au/players/liam_henry/2,players/L/Liam_Henry.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Henry,2001,2001,2020,2025,61,69,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2046,https://www.draftguru.com.au/players/liam_jones/1,players/L/Liam_Jones.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Jones,1991,1991,2010,2025,205,205,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2047,https://www.draftguru.com.au/players/liam_jurrah/1,players/L/Liam_Jurrah.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Jurrah,1988,1988,2009,2012,36,36,2008,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2048,https://www.draftguru.com.au/players/liam_mcbean/1,players/L/Liam_McBean.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam McBean,1994,1994,2015,2016,5,5,2012,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2049,https://www.draftguru.com.au/players/liam_mcmahon/2,players/L/Liam_McMahon.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam McMahon,2002,2002,2025,2025,7,7,2020,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2050,https://www.draftguru.com.au/players/liam_o'connell/1,players/L/Liam_OConnell.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam O'Connell,2003,2003,2025,2025,7,20,2023,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2051,https://www.draftguru.com.au/players/liam_patrick/1,players/L/Liam_Patrick.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Patrick,1988,1988,2011,2013,13,13,2009,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2052,https://www.draftguru.com.au/players/liam_picken/1,players/L/Liam_Picken.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Picken,1986,1986,2009,2017,198,198,2008,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2053,https://www.draftguru.com.au/players/liam_pickering/1,players/L/Liam_Pickering.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Pickering,1968,1968,1989,1999,124,124,1987,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2054,https://www.draftguru.com.au/players/liam_puncher/1,players/L/Liam_Puncher.html,target_not_registered,target_unregistered,insufficient_evidence,TARGET_NOT_REGISTERED_NO_EVIDENCE,,withhold,Liam Puncher,2003,,,,,8,2025,Mid-Season,none,TARGET_NOT_REGISTERED,
2055,https://www.draftguru.com.au/players/liam_reidy/1,players/L/Liam_Reidy.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Reidy,2000,2000,2024,2025,3,7,2022,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2056,https://www.draftguru.com.au/players/liam_ryan/1,players/L/Liam_Ryan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Ryan,1996,1996,2018,2025,125,142,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2057,https://www.draftguru.com.au/players/liam_shiels/1,players/L/Liam_Shiels.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Shiels,1991,1991,2009,2024,288,288,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2058,https://www.draftguru.com.au/players/liam_stocker/1,players/L/Liam_Stocker.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Stocker,2000,2000,2019,2025,84,102,2018,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2059,https://www.draftguru.com.au/players/liam_sumner/1,players/L/Liam_Sumner.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Liam Sumner,1993,1993,2012,2017,32,32,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2060,https://www.draftguru.com.au/players/lin_jong/1,players/L/Lin_Jong.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lin Jong,1993,1993,2012,2021,65,65,2011,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2061,https://www.draftguru.com.au/players/lincoln_mccarthy/1,players/L/Lincoln_McCarthy.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lincoln McCarthy,1993,1993,2012,2024,151,159,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
2062,https://www.draftguru.com.au/players/linden_stevens/1,players/L/Linden_Stevens.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Linden Stevens,1978,1978,1998,1998,2,2,1997,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2063,https://www.draftguru.com.au/players/lindsay_gilbee/1,players/L/Lindsay_Gilbee.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lindsay Gilbee,1981,1981,2001,2012,206,206,1999,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2064,https://www.draftguru.com.au/players/lindsay_smith/1,players/L/Lindsay_Smith.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lindsay Smith,1980,1980,2001,2002,4,4,1999,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2065,https://www.draftguru.com.au/players/lindsay_thomas/2,players/L/Lindsay_Thomas1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lindsay Thomas,1988,1988,2007,2018,212,212,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2066,https://www.draftguru.com.au/players/lionel_proctor/1,players/L/Lionel_Proctor.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lionel Proctor,1979,1980,1998,2001,20,20,1997,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2067,https://www.draftguru.com.au/players/llane_spaanderman/1,players/L/Llane_Spaanderman.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Llane Spaanderman,1986,1986,2005,2005,3,3,2003,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2068,https://www.draftguru.com.au/players/lloyd_johnston/1,players/L/Lloyd_Johnston.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lloyd Johnston,2004,2004,2023,2024,9,9,2022,Post-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2069,https://www.draftguru.com.au/players/lloyd_meek/1,players/L/Lloyd_Meek.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lloyd Meek,1998,1998,2021,2025,77,100,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2070,https://www.draftguru.com.au/players/loch_rawlinson/1,players/L/Loch_Rawlinson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Loch Rawlinson,2005,2005,2024,2024,1,1,2023,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2071,https://www.draftguru.com.au/players/lochie_o'brien/1,players/L/Lochie_OBrien.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Lochie O'Brien,1999,1999,2018,2023,66,66,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2072,https://www.draftguru.com.au/players/logan_austin/1,players/L/Logan_Austin.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Logan Austin,1995,1995,2016,2018,20,20,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2073,https://www.draftguru.com.au/players/logan_evans/1,players/L/Logan_Evans.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Logan Evans,2005,2005,2024,2025,23,42,2023,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2074,https://www.draftguru.com.au/players/logan_mcdonald/1,players/L/Logan_McDonald.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Logan McDonald,2002,2002,2021,2024,70,91,2020,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
2075,https://www.draftguru.com.au/players/logan_morris/1,players/L/Logan_Morris.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Logan Morris,2005,2005,2024,2025,45,67,2023,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2076,https://www.draftguru.com.au/players/louis_butler/1,players/L/Louis_Butler.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Louis Butler,2001,2001,2020,2022,4,4,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
2077,https://www.draftguru.com.au/players/louis_emmett/1,players/L/Louis_Emmett.html,target_not_registered,target_unregistered,insufficient_evidence,TARGET_NOT_REGISTERED_NO_EVIDENCE,,withhold,Louis Emmett,2007,,,,,7,2025,National,none,TARGET_NOT_REGISTERED,
