sample_index,player_url,expected_afltables_identity,child_status,base_outcome,population_outcome,population_reason,corrected_identity,recommended_disposition,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,draftguru_games,earliest_recruitment_year,earliest_recruitment_event_type,ledger_status,reason_codes,operator_verdict
1095,https://www.draftguru.com.au/players/dylan_smith/1,players/D/Dylan_Smith.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Dylan Smith,1982,1982,2001,2005,21,21,2000,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1096,https://www.draftguru.com.au/players/dylan_stephens/1,players/D/Dylan_Stephens.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Dylan Stephens,2001,2001,2020,2025,81,104,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1097,https://www.draftguru.com.au/players/dylan_van%20unen/1,players/D/Dylan_van_Unen.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Dylan van Unen,1990,1990,2014,2014,1,1,2012,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1098,https://www.draftguru.com.au/players/dylan_williams/2,players/D/Dylan_Williams.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Dylan Williams,2001,2001,2021,2025,29,29,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1099,https://www.draftguru.com.au/players/dyson_heppell/1,players/D/Dyson_Heppell.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Dyson Heppell,1992,1992,2011,2024,253,253,2010,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1100,https://www.draftguru.com.au/players/dyson_sharp/1,players/D/Dyson_Sharp.html,target_not_registered,target_unregistered,insufficient_evidence,TARGET_NOT_REGISTERED_NO_EVIDENCE,,withhold,Dyson Sharp,2007,,,,,15,2025,National,none,TARGET_NOT_REGISTERED,
1101,https://www.draftguru.com.au/players/earl_spalding/1,players/E/Earl_Spalding.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Earl Spalding,1965,1965,1987,1997,211,102,,,none,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
1102,https://www.draftguru.com.au/players/easton_wood/1,players/E/Easton_Wood.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Easton Wood,1989,1989,2009,2021,188,188,2007,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1103,https://www.draftguru.com.au/players/ed_allan/1,players/E/Edward_Allan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Allan,2004,2004,2024,2025,15,33,2022,National,none,NAME_VARIANT;BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1104,https://www.draftguru.com.au/players/ed_barlow/1,players/E/Ed_Barlow.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Barlow,1987,1986,2007,2011,34,34,2005,Rookie,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1105,https://www.draftguru.com.au/players/ed_considine/1,players/E/Ed_Considine.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Considine,1968,1968,1986,1995,77,28,,,none,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
1106,https://www.draftguru.com.au/players/ed_curnow/1,players/E/Ed_Curnow.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Curnow,1989,1989,2011,2023,221,221,2007,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1107,https://www.draftguru.com.au/players/ed_langdon/1,players/E/Ed_Langdon.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Langdon,1996,1996,2015,2025,202,225,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1108,https://www.draftguru.com.au/players/ed_lower/1,players/E/Ed_Lower.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Lower,1987,1987,2006,2010,42,42,2005,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1109,https://www.draftguru.com.au/players/ed_phillips/1,players/E/Ed_Phillips.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Phillips,1998,1998,2018,2020,15,15,2016,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1110,https://www.draftguru.com.au/players/ed_richards/1,players/E/Ed_Richards.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Richards,1999,1999,2018,2025,148,170,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1111,https://www.draftguru.com.au/players/ed_vickers-willis/1,players/E/Ed_Vickers-Willis.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ed Vickers-Willis,1996,1996,2017,2020,21,21,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1112,https://www.draftguru.com.au/players/eddie_betts/1,players/E/Eddie_Betts.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eddie Betts,1986,1987,2005,2021,350,350,2004,Pre-Season,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1113,https://www.draftguru.com.au/players/eddie_ford/2,players/E/Eddie_Ford1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eddie Ford,2002,2002,2021,2024,40,40,2020,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1114,https://www.draftguru.com.au/players/eddie_hocking/1,players/E/Eddie_Hocking.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eddie Hocking,1970,1970,1991,1991,11,11,1990,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1115,https://www.draftguru.com.au/players/eddie_sansbury/1,players/E/Eddie_Sansbury.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eddie Sansbury,1983,1984,2004,2008,40,40,2003,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1116,https://www.draftguru.com.au/players/eli_templeton/1,players/E/Eli_Templeton.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eli Templeton,1995,1995,2014,2016,14,14,2013,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1117,https://www.draftguru.com.au/players/elijah_hewett/1,players/E/Elijah_Hewett.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elijah Hewett,2004,2004,2023,2025,34,40,2022,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1118,https://www.draftguru.com.au/players/elijah_hollands/1,players/E/Elijah_Hollands.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elijah Hollands,2002,2002,2022,2025,41,47,2020,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1119,https://www.draftguru.com.au/players/elijah_taylor/1,players/E/Elijah_Taylor.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elijah Taylor,2001,2001,2020,2020,4,4,2019,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1120,https://www.draftguru.com.au/players/elijah_tsatas/1,players/E/Elijah_Tsatas.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elijah Tsatas,2004,2004,2023,2025,16,22,2022,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1121,https://www.draftguru.com.au/players/elijah_ware/1,players/E/Elijah_Ware.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elijah Ware,1983,1983,2006,2006,2,2,2004,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1122,https://www.draftguru.com.au/players/elliot_himmelberg/1,players/E/Elliott_Himmelberg.html,bridged,offline_limited,insufficient_evidence,OFFLINE_LIMITED,,manual_curation,Elliot Himmelberg,1998,1998,2018,2024,50,50,2016,National,none,NAME_VARIANT_UNLISTED;BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1123,https://www.draftguru.com.au/players/elliot_yeo/1,players/E/Elliot_Yeo.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elliot Yeo,1993,1993,2012,2024,212,233,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
1124,https://www.draftguru.com.au/players/elliott_kavanagh/1,players/E/Elliott_Kavanagh.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Elliott Kavanagh,1993,1993,2012,2015,12,12,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1125,https://www.draftguru.com.au/players/emerson_jeka/1,players/E/Emerson_Jeka.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Emerson Jeka,2001,2001,2021,2022,7,7,2019,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1126,https://www.draftguru.com.au/players/eric_hipwood/1,players/E/Eric_Hipwood.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eric Hipwood,1997,1997,2016,2025,199,209,2015,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1127,https://www.draftguru.com.au/players/eric_lissenden/1,players/E/Eric_Lissenden.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eric Lissenden,1972,1971,1996,1996,2,2,1989,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1128,https://www.draftguru.com.au/players/eric_mackenzie/1,players/E/Eric_Mackenzie.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Eric Mackenzie,1988,1988,2007,2017,147,147,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1129,https://www.draftguru.com.au/players/errol_gulden/1,players/E/Errol_Gulden.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Errol Gulden,2002,2002,2021,2025,103,114,2020,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1130,https://www.draftguru.com.au/players/esava_ratugolea/1,players/E/Esava_Ratugolea.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Esava Ratugolea,1998,1998,2018,2025,111,119,2016,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1131,https://www.draftguru.com.au/players/ethan_hughes/1,players/E/Ethan_Hughes.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ethan Hughes,1994,1994,2015,2024,107,107,2014,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1132,https://www.draftguru.com.au/players/ethan_phillips/1,players/E/Ethan_Phillips.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ethan Phillips,1999,1999,2024,2024,1,1,2023,Post-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
1133,https://www.draftguru.com.au/players/ethan_read/1,players/E/Ethan_Read.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Ethan Read,2005,2005,2024,2025,25,40,2023,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
