source_key,source,season,club,player,player_id,link_status,candidate_count,position,is_captain,is_vice_captain,note,votes,source_citation
aa:1995:242,draftguru,1995,Geelong,Paul Couch,565,unique,1,C,false,false,2 time All-Australian,,draftguru
aa:1995:243,draftguru,1995,Sydney,Paul Kelly,993,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1995:244,draftguru,1995,St Kilda,Robert Harvey,930,unique,1,RR,false,false,3 time All-Australian,,draftguru
aa:1995:245,draftguru,1995,Carlton,Stephen Silvagni,136,unique,1,FB,false,false,2 time All-Australian,,draftguru
aa:1995:246,draftguru,1995,Sydney,Tony Lockett,990,resolved,1,FP,false,false,3 time All-Australian,,draftguru
aa:1995:247,draftguru,1995,Richmond,Wayne Campbell,869,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1995:248,draftguru,1995,North Melbourne,Wayne Carey,766,resolved,1,CHF,false,false,3 time All-Australian,,draftguru
aa:1996:249,draftguru,1996,West Coast,Chris Mainwaring,1029,unique,1,W,false,false,2 time All-Australian,,draftguru
aa:1996:250,draftguru,1996,North Melbourne,Corey McKernan,775,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1996:251,draftguru,1996,Brisbane,Craig Lambert,123,resolved,1,Ro,false,false,1 time All-Australian,,draftguru
aa:1996:252,draftguru,1996,Adelaide,Darren Jarman,36,resolved,1,FP,false,false,3 time All-Australian,,draftguru
aa:1996:253,draftguru,1996,Geelong,Garry Hocking,577,unique,1,IC,false,false,4 time All-Australian,,draftguru
aa:1996:254,draftguru,1996,North Melbourne,Glenn Archer,777,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1996:255,draftguru,1996,Essendon,James Hird,312,resolved,1,HFF,false,false,2 time All-Australian,,draftguru
aa:1996:256,draftguru,1996,Richmond,Matthew Richardson,870,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1996:257,draftguru,1996,Carlton,Michael Sexton,137,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:1996:258,draftguru,1996,Brisbane,Michael Voss,102,unique,1,FP,false,false,1 time All-Australian,,draftguru
aa:1996:259,draftguru,1996,West Coast,Mitchell White,620,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1996:260,draftguru,1996,Collingwood,Nathan Buckley,217,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1996:261,draftguru,1996,St Kilda,Nathan Burke,919,unique,1,BP,false,false,2 time All-Australian,,draftguru
aa:1996:262,draftguru,1996,Sydney,Paul Kelly,993,unique,1,C,true,false,2 time All-Australian,,draftguru
aa:1996:263,draftguru,1996,Sydney,Paul Roos,985,resolved,1,CHB,false,false,6 time All-Australian,,draftguru
aa:1996:264,draftguru,1996,West Coast,Peter Matera,1040,resolved,1,HBF,false,false,4 time All-Australian,,draftguru
aa:1996:265,draftguru,1996,St Kilda,Robert Harvey,930,unique,1,RR,false,false,4 time All-Australian,,draftguru
aa:1996:266,draftguru,1996,Hawthorn,Shane Crawford,633,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1996:267,draftguru,1996,Carlton,Stephen Silvagni,136,unique,1,FB,false,false,3 time All-Australian,,draftguru
aa:1996:268,draftguru,1996,Sydney,Tony Lockett,990,resolved,1,FF,false,false,4 time All-Australian,,draftguru
aa:1996:269,draftguru,1996,North Melbourne,Wayne Carey,766,resolved,1,CHF,false,false,4 time All-Australian,,draftguru
aa:1997:270,draftguru,1997,Port Adelaide,Adam Heuskes,829,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1997:271,draftguru,1997,St Kilda,Austinn Jones,929,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1997:272,draftguru,1997,Western Bulldogs,Chris Grant,422,resolved,1,CHF,false,false,1 time All-Australian,,draftguru
aa:1997:273,draftguru,1997,Carlton,Craig Bradley,151,resolved,1,C,false,false,7 time All-Australian,,draftguru
aa:1997:274,draftguru,1997,Sydney,Daryn Cresswell,992,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1997:275,draftguru,1997,North Melbourne,David King,759,resolved,2,BP,false,false,1 time All-Australian,,draftguru
aa:1997:276,draftguru,1997,West Coast,Fraser Gehrig,976,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:1997:277,draftguru,1997,Adelaide,Mark Ricciuto,4,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:1997:278,draftguru,1997,Sydney,Michael O'Loughlin,,unmatched,0,HFF,false,false,1 time All-Australian,,draftguru
aa:1997:279,draftguru,1997,Carlton,Michael Sexton,137,resolved,1,CHB,false,false,2 time All-Australian,,draftguru
aa:1997:280,draftguru,1997,Collingwood,Nathan Buckley,217,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:1997:281,draftguru,1997,St Kilda,Nathan Burke,919,unique,1,Ro,false,false,3 time All-Australian,,draftguru
aa:1997:282,draftguru,1997,Sydney,Paul Kelly,993,unique,1,FP,true,false,3 time All-Australian,,draftguru
aa:1997:283,draftguru,1997,Sydney,Paul Roos,985,resolved,1,BP,false,false,7 time All-Australian,,draftguru
aa:1997:284,draftguru,1997,Hawthorn,Paul Salmon,314,resolved,1,Ru,false,false,3 time All-Australian,,draftguru
aa:1997:285,draftguru,1997,St Kilda,Peter Everitt,922,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1997:286,draftguru,1997,West Coast,Peter Matera,1040,resolved,1,HBF,false,false,5 time All-Australian,,draftguru
aa:1997:287,draftguru,1997,St Kilda,Robert Harvey,930,unique,1,RR,false,false,5 time All-Australian,,draftguru
aa:1997:288,draftguru,1997,Western Bulldogs,Rohan Smith,429,resolved,2,HFF,false,false,1 time All-Australian,,draftguru
aa:1997:289,draftguru,1997,Carlton,Stephen Silvagni,136,unique,1,FB,false,false,4 time All-Australian,,draftguru
aa:1997:290,draftguru,1997,Adelaide,Tony Modra,14,resolved,1,FF,false,false,2 time All-Australian,,draftguru
aa:1998:291,draftguru,1998,Adelaide,Andrew McLeod,30,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1998:292,draftguru,1998,North Melbourne,Anthony Stevens,772,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1998:293,draftguru,1998,West Coast,Ashley McIntosh,1034,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:1998:294,draftguru,1998,West Coast,Ben Cousins,1051,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:1998:295,draftguru,1998,Western Bulldogs,Chris Grant,422,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:1998:296,draftguru,1998,North Melbourne,David King,759,resolved,2,BP,false,false,2 time All-Australian,,draftguru
aa:1998:297,draftguru,1998,North Melbourne,Glenn Archer,777,unique,1,BP,false,false,2 time All-Australian,,draftguru
aa:1998:298,draftguru,1998,Adelaide,Mark Ricciuto,4,resolved,1,HFF,false,false,3 time All-Australian,,draftguru
aa:1998:299,draftguru,1998,Richmond,Matthew Knights,865,unique,1,W,false,false,1 time All-Australian,,draftguru
aa:1998:300,draftguru,1998,Essendon,Matthew Lloyd,336,resolved,2,FP,false,false,1 time All-Australian,,draftguru
aa:1998:301,draftguru,1998,Collingwood,Nathan Buckley,217,resolved,1,HBF,false,false,3 time All-Australian,,draftguru
aa:1998:302,draftguru,1998,Adelaide,Nigel Smart,5,resolved,1,HBF,false,false,3 time All-Australian,,draftguru
aa:1998:303,draftguru,1998,Western Bulldogs,Paul Hudson,451,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1998:304,draftguru,1998,St Kilda,Peter Everitt,922,resolved,1,Ru,false,false,2 time All-Australian,,draftguru
aa:1998:305,draftguru,1998,St Kilda,Robert Harvey,930,unique,1,Ro,false,false,6 time All-Australian,,draftguru
aa:1998:306,draftguru,1998,Western Bulldogs,Scott West,418,unique,1,C,false,false,1 time All-Australian,,draftguru
aa:1998:307,draftguru,1998,Essendon,Sean Wellman,10,resolved,1,CHB,false,false,1 time All-Australian,,draftguru
aa:1998:308,draftguru,1998,Hawthorn,Shane Crawford,633,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:1998:309,draftguru,1998,Adelaide,Shaun Rehn,16,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:1998:310,draftguru,1998,Melbourne,Todd Viney,700,unique,1,RR,false,false,1 time All-Australian,,draftguru
aa:1998:311,draftguru,1998,Sydney,Tony Lockett,990,resolved,1,FF,false,false,5 time All-Australian,,draftguru
aa:1998:312,draftguru,1998,North Melbourne,Wayne Carey,766,resolved,1,CHF,true,false,5 time All-Australian,,draftguru
aa:1999:313,draftguru,1999,Carlton,Andrew McKay,140,resolved,1,HBF,false,false,2 time All-Australian,,draftguru
aa:1999:314,draftguru,1999,West Coast,Ben Cousins,1051,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1999:315,draftguru,1999,Adelaide,Ben Hart,22,resolved,1,BP,false,false,3 time All-Australian,,draftguru
aa:1999:316,draftguru,1999,Western Bulldogs,Brad Johnson,421,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1999:317,draftguru,1999,North Melbourne,Byron Pickett,791,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1999:318,draftguru,1999,Western Bulldogs,Chris Grant,422,resolved,1,IC,false,false,3 time All-Australian,,draftguru
aa:1999:319,draftguru,1999,Brisbane,Jason Akermanis,119,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:1999:320,draftguru,1999,Brisbane,Justin Leppitsch,98,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:1999:321,draftguru,1999,Essendon,Mark Mercuri,310,unique,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1999:322,draftguru,1999,Carlton,Matthew Allan,153,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1999:323,draftguru,1999,Essendon,Matthew Lloyd,336,resolved,2,FF,false,false,2 time All-Australian,,draftguru
aa:1999:324,draftguru,1999,Richmond,Matthew Richardson,870,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1999:325,draftguru,1999,Brisbane,Michael Voss,102,unique,1,HFF,false,false,2 time All-Australian,,draftguru
aa:1999:326,draftguru,1999,Collingwood,Nathan Buckley,217,resolved,1,C,false,false,4 time All-Australian,,draftguru
aa:1999:327,draftguru,1999,St Kilda,Nathan Burke,919,unique,1,IC,false,false,4 time All-Australian,,draftguru
aa:1999:328,draftguru,1999,North Melbourne,Peter Bell,486,resolved,2,IC,false,false,1 time All-Australian,,draftguru
aa:1999:329,draftguru,1999,St Kilda,Robert Harvey,930,unique,1,RR,false,false,7 time All-Australian,,draftguru
aa:1999:330,draftguru,1999,Hawthorn,Shane Crawford,633,resolved,1,Ro,false,false,3 time All-Australian,,draftguru
aa:1999:331,draftguru,1999,Carlton,Stephen Silvagni,136,unique,1,CHB,false,false,5 time All-Australian,,draftguru
aa:1999:332,draftguru,1999,Richmond,Wayne Campbell,869,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:1999:333,draftguru,1999,North Melbourne,Wayne Carey,766,resolved,1,CHF,true,false,6 time All-Australian,,draftguru
aa:1999:334,draftguru,1999,Sydney,Wayne Schwass,764,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2000:335,draftguru,2000,Richmond,Andrew Kellaway,899,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:2000:336,draftguru,2000,Carlton,Andrew McKay,140,resolved,1,HBF,false,false,3 time All-Australian,,draftguru
aa:2000:337,draftguru,2000,Adelaide,Andrew McLeod,30,resolved,1,HFF,false,false,2 time All-Australian,,draftguru
aa:2000:338,draftguru,2000,Carlton,Anthony Koutoufides,144,unique,1,RR,false,false,2 time All-Australian,,draftguru
aa:2000:339,draftguru,2000,Western Bulldogs,Brad Johnson,421,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:2000:340,draftguru,2000,North Melbourne,Brent Harvey,788,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2000:341,draftguru,2000,Carlton,Brett Ratten,135,unique,1,C,false,false,1 time All-Australian,,draftguru
aa:2000:342,draftguru,2000,Essendon,Damien Hardwick,324,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:2000:343,draftguru,2000,Richmond,Darren Gaspar,886,resolved,1,CHB,false,false,1 time All-Australian,,draftguru
aa:2000:344,draftguru,2000,Essendon,Dustin Fletcher,304,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:2000:345,draftguru,2000,Essendon,James Hird,312,resolved,1,HFF,false,false,3 time All-Australian,,draftguru
aa:2000:346,draftguru,2000,Melbourne,Jeff Farmer,703,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2000:347,draftguru,2000,Carlton,Lance Whitnall,173,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2000:348,draftguru,2000,Adelaide,Mark Ricciuto,4,resolved,1,IC,false,false,4 time All-Australian,,draftguru
aa:2000:349,draftguru,2000,Essendon,Matthew Lloyd,336,resolved,2,FF,false,false,3 time All-Australian,,draftguru
aa:2000:350,draftguru,2000,Sydney,Michael O'Loughlin,,unmatched,0,FP,false,false,2 time All-Australian,,draftguru
aa:2000:351,draftguru,2000,Collingwood,Nathan Buckley,217,resolved,1,Ro,false,false,5 time All-Australian,,draftguru
aa:2000:352,draftguru,2000,Carlton,Scott Camporeale,143,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2000:353,draftguru,2000,Western Bulldogs,Scott West,418,unique,1,W,false,false,2 time All-Australian,,draftguru
aa:2000:354,draftguru,2000,Adelaide,Simon Goodwin,51,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:2000:355,draftguru,2000,Geelong,Steven King,587,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:2000:356,draftguru,2000,North Melbourne,Wayne Carey,766,resolved,1,CHF,true,false,7 time All-Australian,,draftguru
aa:2001:357,draftguru,2001,Carlton,Andrew McKay,140,resolved,1,HBF,false,false,4 time All-Australian,,draftguru
aa:2001:358,draftguru,2001,Adelaide,Andrew McLeod,30,resolved,1,Ro,false,false,3 time All-Australian,,draftguru
aa:2001:359,draftguru,2001,West Coast,Ben Cousins,1051,resolved,1,FP,false,false,3 time All-Australian,,draftguru
aa:2001:360,draftguru,2001,Richmond,Brad Ottens,897,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2001:361,draftguru,2001,Carlton,Brett Ratten,135,unique,1,C,false,false,2 time All-Australian,,draftguru
aa:2001:362,draftguru,2001,Richmond,Darren Gaspar,886,resolved,1,BP,false,false,2 time All-Australian,,draftguru
aa:2001:363,draftguru,2001,Port Adelaide,Gavin Wanganeen,303,resolved,1,BP,false,false,4 time All-Australian,,draftguru
aa:2001:364,draftguru,2001,Essendon,James Hird,312,resolved,1,HFF,true,false,4 time All-Australian,,draftguru
aa:2001:365,draftguru,2001,Brisbane,Jason Akermanis,119,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:2001:366,draftguru,2001,Essendon,Jason Johnson,346,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2001:367,draftguru,2001,Hawthorn,Joel Smith,672,resolved,2,HBF,false,false,1 time All-Australian,,draftguru
aa:2001:368,draftguru,2001,Hawthorn,Jonathan Hay,659,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:2001:369,draftguru,2001,Essendon,Matthew Lloyd,336,resolved,2,FF,false,false,4 time All-Australian,,draftguru
aa:2001:370,draftguru,2001,Port Adelaide,Matthew Primus,407,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:2001:371,draftguru,2001,Brisbane,Michael Voss,102,unique,1,HFF,false,false,3 time All-Australian,,draftguru
aa:2001:372,draftguru,2001,Western Bulldogs,Nathan Brown,452,resolved,3,IC,false,false,1 time All-Australian,,draftguru
aa:2001:373,draftguru,2001,Collingwood,Nathan Buckley,217,resolved,1,W,false,false,6 time All-Australian,,draftguru
aa:2001:374,draftguru,2001,Brisbane,Nigel Lappin,100,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2001:375,draftguru,2001,Essendon,Sean Wellman,10,resolved,1,CHB,false,false,2 time All-Australian,,draftguru
aa:2001:376,draftguru,2001,Brisbane,Simon Black,1083,resolved,1,RR,false,false,1 time All-Australian,,draftguru
aa:2001:377,draftguru,2001,Adelaide,Simon Goodwin,51,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:2001:378,draftguru,2001,Port Adelaide,Warren Tredrea,831,resolved,1,CHF,false,false,1 time All-Australian,,draftguru
aa:2002:379,draftguru,2002,North Melbourne,Adam Simpson,780,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2002:380,draftguru,2002,Melbourne,Adem Yze,714,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2002:381,draftguru,2002,West Coast,Ben Cousins,1051,resolved,1,Ro,false,false,4 time All-Australian,,draftguru
aa:2002:382,draftguru,2002,Adelaide,Ben Hart,22,resolved,1,HBF,false,false,4 time All-Australian,,draftguru
aa:2002:383,draftguru,2002,Western Bulldogs,Brad Johnson,421,resolved,1,HFF,false,false,3 time All-Australian,,draftguru
aa:2002:384,draftguru,2002,Port Adelaide,Brett Montgomery,454,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:2002:385,draftguru,2002,Brisbane,Chris Johnson,385,resolved,2,BP,false,false,1 time All-Australian,,draftguru
aa:2002:386,draftguru,2002,Melbourne,David Neitz,689,unique,1,FF,false,false,2 time All-Australian,,draftguru
aa:2002:387,draftguru,2002,North Melbourne,Glenn Archer,777,unique,1,BP,false,false,3 time All-Australian,,draftguru
aa:2002:388,draftguru,2002,Brisbane,Jason Akermanis,119,resolved,1,W,false,false,3 time All-Australian,,draftguru
aa:2002:389,draftguru,2002,Port Adelaide,Josh Francou,819,resolved,1,RR,false,false,1 time All-Australian,,draftguru
aa:2002:390,draftguru,2002,Brisbane,Justin Leppitsch,98,resolved,1,CHB,false,false,2 time All-Australian,,draftguru
aa:2002:391,draftguru,2002,Western Bulldogs,Luke Darcy,436,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2002:392,draftguru,2002,Adelaide,Mark Ricciuto,4,resolved,1,IC,false,false,5 time All-Australian,,draftguru
aa:2002:393,draftguru,2002,Fremantle,Matthew Pavlich,544,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:2002:394,draftguru,2002,Port Adelaide,Matthew Primus,407,resolved,1,Ru,false,false,2 time All-Australian,,draftguru
aa:2002:395,draftguru,2002,Brisbane,Michael Voss,102,unique,1,HFF,true,false,4 time All-Australian,,draftguru
aa:2002:396,draftguru,2002,Western Bulldogs,Nathan Brown,452,resolved,3,FP,false,false,2 time All-Australian,,draftguru
aa:2002:397,draftguru,2002,Brisbane,Nigel Lappin,100,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:2002:398,draftguru,2002,Hawthorn,Shane Crawford,633,resolved,1,IC,false,false,4 time All-Australian,,draftguru
aa:2002:399,draftguru,2002,Brisbane,Simon Black,1083,resolved,1,C,false,false,2 time All-Australian,,draftguru
aa:2002:400,draftguru,2002,Port Adelaide,Warren Tredrea,831,resolved,1,CHF,false,false,2 time All-Australian,,draftguru
aa:2003:401,draftguru,2003,Sydney,Adam Goodes,1012,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:2003:402,draftguru,2003,Collingwood,Chris Tarrant,264,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2003:403,draftguru,2003,Port Adelaide,Gavin Wanganeen,303,resolved,1,BP,false,false,5 time All-Australian,,draftguru
aa:2003:404,draftguru,2003,Essendon,James Hird,312,resolved,1,IC,false,false,5 time All-Australian,,draftguru
aa:2003:405,draftguru,2003,Hawthorn,Joel Smith,672,resolved,2,BP,false,false,2 time All-Australian,,draftguru
aa:2003:406,draftguru,2003,Brisbane,Justin Leppitsch,98,resolved,1,CHB,false,false,3 time All-Australian,,draftguru
aa:2003:407,draftguru,2003,St Kilda,Lenny Hayes,966,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2003:408,draftguru,2003,Adelaide,Mark Ricciuto,4,resolved,1,HFF,false,false,6 time All-Australian,,draftguru
aa:2003:409,draftguru,2003,Essendon,Matthew Lloyd,336,resolved,2,FF,false,false,5 time All-Australian,,draftguru
aa:2003:410,draftguru,2003,Fremantle,Matthew Pavlich,544,resolved,1,HFF,false,false,2 time All-Australian,,draftguru
aa:2003:411,draftguru,2003,Geelong,Matthew Scarlett,604,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:2003:412,draftguru,2003,West Coast,Michael Gardiner,1056,resolved,2,IC,false,false,1 time All-Australian,,draftguru
aa:2003:413,draftguru,2003,Brisbane,Michael Voss,102,unique,1,C,true,false,5 time All-Australian,,draftguru
aa:2003:414,draftguru,2003,Collingwood,Nathan Buckley,217,resolved,1,RR,false,false,7 time All-Australian,,draftguru
aa:2003:415,draftguru,2003,Brisbane,Nigel Lappin,100,resolved,1,HBF,false,false,3 time All-Australian,,draftguru
aa:2003:416,draftguru,2003,Fremantle,Paul Hasleby,542,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2003:417,draftguru,2003,Sydney,Paul Williams,215,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2003:418,draftguru,2003,Fremantle,Peter Bell,486,resolved,2,Ro,false,false,2 time All-Australian,,draftguru
aa:2003:419,draftguru,2003,West Coast,Phillip Matera,1052,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2003:420,draftguru,2003,St Kilda,Robert Harvey,930,unique,1,IC,false,false,8 time All-Australian,,draftguru
aa:2003:421,draftguru,2003,Western Bulldogs,Rohan Smith,429,resolved,2,HBF,false,false,2 time All-Australian,,draftguru
aa:2003:422,draftguru,2003,Port Adelaide,Warren Tredrea,831,resolved,1,CHF,false,false,3 time All-Australian,,draftguru
aa:2004:423,draftguru,2004,Essendon,Adam McPhee,551,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:2004:424,draftguru,2004,St Kilda,Austinn Jones,929,resolved,1,HBF,false,false,2 time All-Australian,,draftguru
aa:2004:425,draftguru,2004,Sydney,Barry Hall,953,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2004:426,draftguru,2004,Sydney,Brett Kirk,1015,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2004:427,draftguru,2004,Port Adelaide,Chad Cornes,847,resolved,1,CHB,false,false,1 time All-Australian,,draftguru
aa:2004:428,draftguru,2004,West Coast,Chad Fletcher,1067,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2004:429,draftguru,2004,Brisbane,Chris Johnson,385,resolved,2,BP,false,false,2 time All-Australian,,draftguru
aa:2004:430,draftguru,2004,West Coast,Chris Judd,1122,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2004:431,draftguru,2004,St Kilda,Fraser Gehrig,976,resolved,1,FF,false,false,2 time All-Australian,,draftguru
aa:2004:432,draftguru,2004,Collingwood,James Clement,299,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2004:433,draftguru,2004,Brisbane,Jason Akermanis,119,resolved,1,HFF,false,false,4 time All-Australian,,draftguru
aa:2004:434,draftguru,2004,Melbourne,Jeff White,502,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:2004:435,draftguru,2004,Sydney,Leo Barry,1003,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:2004:436,draftguru,2004,Brisbane,Luke Power,1084,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:2004:437,draftguru,2004,Adelaide,Mark Ricciuto,4,resolved,1,RR,true,false,7 time All-Australian,,draftguru
aa:2004:438,draftguru,2004,Carlton,Matthew Lappin,191,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2004:439,draftguru,2004,Geelong,Matthew Scarlett,604,resolved,1,FB,false,false,2 time All-Australian,,draftguru
aa:2004:440,draftguru,2004,St Kilda,Nick Riewoldt,981,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:2004:441,draftguru,2004,Brisbane,Nigel Lappin,100,resolved,1,W,false,false,4 time All-Australian,,draftguru
aa:2004:442,draftguru,2004,Western Bulldogs,Scott West,418,unique,1,Ro,false,false,3 time All-Australian,,draftguru
aa:2004:443,draftguru,2004,Brisbane,Simon Black,1083,resolved,1,C,false,false,3 time All-Australian,,draftguru
aa:2004:444,draftguru,2004,Port Adelaide,Warren Tredrea,831,resolved,1,CHF,false,false,4 time All-Australian,,draftguru
aa:2005:445,draftguru,2005,Sydney,Barry Hall,953,resolved,1,FF,false,false,2 time All-Australian,,draftguru
aa:2005:446,draftguru,2005,West Coast,Ben Cousins,1051,resolved,1,Ro,false,true,5 time All-Australian,,draftguru
aa:2005:447,draftguru,2005,Adelaide,Ben Rutten,2305,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:2005:448,draftguru,2005,Western Bulldogs,Brad Johnson,421,resolved,1,FP,false,false,4 time All-Australian,,draftguru
aa:2005:449,draftguru,2005,North Melbourne,Brent Harvey,788,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:2005:450,draftguru,2005,West Coast,David Wirrpanda,1053,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:2005:451,draftguru,2005,West Coast,Dean Cox,1079,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:2005:452,draftguru,2005,Collingwood,James Clement,299,resolved,1,BP,false,false,2 time All-Australian,,draftguru
aa:2005:453,draftguru,2005,Richmond,Joel Bowden,890,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:2005:454,draftguru,2005,Port Adelaide,Kane Cornes,857,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:2005:455,draftguru,2005,St Kilda,Lenny Hayes,966,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:2005:456,draftguru,2005,Sydney,Leo Barry,1003,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:2005:457,draftguru,2005,St Kilda,Luke Ball,1430,resolved,1,RR,false,false,1 time All-Australian,,draftguru
aa:2005:458,draftguru,2005,Hawthorn,Luke Hodge,1134,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:2005:459,draftguru,2005,Adelaide,Mark Ricciuto,4,resolved,1,HFF,true,false,8 time All-Australian,,draftguru
aa:2005:460,draftguru,2005,Fremantle,Matthew Pavlich,544,resolved,1,CHF,false,false,3 time All-Australian,,draftguru
aa:2005:461,draftguru,2005,St Kilda,Nick Dal Santo,1132,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:2005:462,draftguru,2005,Hawthorn,Peter Everitt,922,resolved,1,FP,false,false,3 time All-Australian,,draftguru
aa:2005:463,draftguru,2005,Western Bulldogs,Scott West,418,unique,1,C,false,false,4 time All-Australian,,draftguru
aa:2005:464,draftguru,2005,North Melbourne,Shannon Grant,794,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:2005:465,draftguru,2005,Adelaide,Simon Goodwin,51,resolved,1,IC,false,false,3 time All-Australian,,draftguru
aa:2005:466,draftguru,2005,Hawthorn,Trent Croad,660,resolved,1,CHB,false,false,1 time All-Australian,,draftguru
aa:2006:467,draftguru,2006,Sydney,Adam Goodes,1012,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:2006:468,draftguru,2006,Collingwood,Alan Didak,301,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:2006:469,draftguru,2006,Adelaide,Andrew McLeod,30,resolved,1,HBF,false,false,4 time All-Australian,,draftguru
aa:2006:470,draftguru,2006,Sydney,Barry Hall,953,resolved,1,CHF,false,true,3 time All-Australian,,draftguru
aa:2006:471,draftguru,2006,West Coast,Ben Cousins,1051,resolved,1,Ro,false,false,6 time All-Australian,,draftguru
